<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
TCSG;D;210111;000000;2899.8;3112;2855.2;2970;756947
TCSG;D;210112;000000;2979.8;2989.8;2808;2912.2;426354
TCSG;D;210113;000000;2912.4;2955.4;2844.8;2882;168398
TCSG;D;210114;000000;2879.8;3048;2858.4;3008.2;331577
TCSG;D;210115;000000;3015.4;3384.8;2980.6;3250;682270
TCSG;D;210118;000000;3289.8;3564;3165.8;3449.8;911904
TCSG;D;210119;000000;3451;3511.6;3203;3256.2;739114
TCSG;D;210120;000000;3267.6;3367;3106;3171.4;951808
TCSG;D;210121;000000;3158.4;3167.8;2935;3000;803340
TCSG;D;210122;000000;2980;3105;2942;3065;543591
TCSG;D;210125;000000;3096;3189.6;3012;3112;605308
TCSG;D;210126;000000;3124.4;3140;3013.8;3049.8;572926
TCSG;D;210127;000000;3055.6;3074.4;2952;3023.4;333541
TCSG;D;210128;000000;3000;3085.2;2884.6;3053.2;329491
TCSG;D;210129;000000;3031.2;3145;3014;3090.8;438631
TCSG;D;210201;000000;3090.8;3255;3060.2;3243;401915
TCSG;D;210202;000000;3275;3304.6;3170;3223.6;297520
TCSG;D;210203;000000;3225;3248.4;3194.6;3223.4;167573
TCSG;D;210204;000000;3230;3250;3137;3199.2;256393
TCSG;D;210205;000000;3195.6;3278.6;3174;3254.8;252039
TCSG;D;210208;000000;3264.2;3409.6;3260;3400;394458
TCSG;D;210209;000000;3400.4;3495;3300.2;3474.6;670981
TCSG;D;210210;000000;3578.8;3691;3511;3594.6;1677714
TCSG;D;210211;000000;3627.4;3628;3503.8;3530.6;495159
TCSG;D;210212;000000;3520;3560;3458.8;3559;453685
TCSG;D;210215;000000;3600;3674.8;3495;3598;637986
TCSG;D;210216;000000;3599.8;3776;3543.2;3758.4;603411
TCSG;D;210217;000000;3785;3973;3740;3900;1074246
TCSG;D;210218;000000;3883;3995;3794;3841;1044859
TCSG;D;210219;000000;3858;4094.8;3776;4060;1045847
TCSG;D;210220;000000;4100;4256.8;4060;4249;236017
TCSG;D;210222;000000;4273.8;4433.2;4063.8;4192;1595334
TCSG;D;210224;000000;4080;4092.4;3722.2;3825;1688400
TCSG;D;210225;000000;3824.6;3970.2;3766;3899.8;1231862
TCSG;D;210226;000000;3874.6;4030;3742.4;3857;6949386
TCSG;D;210301;000000;3900.4;3930;3800;3888;340997
TCSG;D;210302;000000;3888;3949;3800.2;3828;424856
TCSG;D;210303;000000;3858.6;3876;3801.2;3820.8;452714
TCSG;D;210304;000000;3821;3846.2;3636;3710;527183
TCSG;D;210305;000000;3741.2;3911.8;3682.8;3805;443553
TCSG;D;210309;000000;3756;3857.8;3676.4;3747.8;458340
TCSG;D;210310;000000;3752.6;3879.2;3710.2;3755.4;425980
TCSG;D;210311;000000;3799.2;3945;3615.8;3908.2;565344
TCSG;D;210312;000000;3919.4;4342.2;3860;4309.8;845897
TCSG;D;210315;000000;4389.8;4444.8;4251;4317.4;568262
TCSG;D;210316;000000;4339;4625;4275.2;4513.6;809760
TCSG;D;210317;000000;4553;4595.4;4380.4;4494;447003
TCSG;D;210318;000000;4493.6;4559.4;4252.8;4280.2;449097
TCSG;D;210319;000000;4297.4;4342.2;4201;4312;283432
TCSG;D;210322;000000;4315.2;4460;4250;4425;177947
TCSG;D;210323;000000;4445;4445;4241.4;4269.4;200448
TCSG;D;210324;000000;4260.2;4360;4240;4289.6;197630
TCSG;D;210325;000000;4275.8;4360.6;4262.6;4339.8;109386
TCSG;D;210326;000000;4340.4;4456.8;4260.2;4337.8;228261
TCSG;D;210329;000000;4305.2;4366.4;4258;4329.2;93142
TCSG;D;210330;000000;4352.8;4589;4322.6;4475.2;350323
TCSG;D;210331;000000;4518.6;4538;4382;4436;258063
TCSG;D;210401;000000;4447.4;4615;4425.2;4568.8;371903
TCSG;D;210402;000000;4569;4788;4521.2;4696.2;195568
TCSG;D;210405;000000;4725;4798;4654.2;4733.6;175150
TCSG;D;210406;000000;4731.6;4764.4;4629.2;4700.4;326895
TCSG;D;210407;000000;4719.2;4721;4514;4590.8;400983
TCSG;D;210408;000000;4591;4617.4;4516.2;4545;295268
TCSG;D;210409;000000;4547.2;4675.4;4518;4558.8;236463
TCSG;D;210412;000000;4558.6;4595;4470;4560;218528
TCSG;D;210413;000000;4550.2;4600;4363.6;4450;423959
TCSG;D;210414;000000;4440.2;4441.2;4320;4375.2;313616
TCSG;D;210415;000000;4388;4422.6;4301.2;4354.8;220096
TCSG;D;210416;000000;4353.6;4643;4312.4;4588.8;339821
TCSG;D;210419;000000;4604;4648;4509.6;4560.6;179479
TCSG;D;210420;000000;4560.6;4648.2;4350;4425.4;467509
TCSG;D;210421;000000;4402;4425;4248.2;4354.8;516388
TCSG;D;210422;000000;4347.6;4474;4277;4379;346954
TCSG;D;210423;000000;4363.2;4521.8;4363;4463.2;260605
TCSG;D;210426;000000;4496.8;4555.4;4380;4523.8;204000
TCSG;D;210427;000000;4529.8;4584.6;4461;4477;264151
TCSG;D;210428;000000;4485;4504.2;4345;4420;286946
TCSG;D;210429;000000;4423;4480;4254;4319;310015
TCSG;D;210430;000000;4315.6;4440;4260;4361.4;304498
TCSG;D;210504;000000;4365.2;4446;4310;4444;236303
