<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GMKN;D;220902;000000;165.5;169.78;165.32;167.46;10579600
GMKN;D;220905;000000;167.72;170;164.32;170;6880700
GMKN;D;220906;000000;170.04;172.24;164.5;166.04;12709100
GMKN;D;220907;000000;166.12;167.48;162.22;162.22;6992200
GMKN;D;220908;000000;162.32;163.98;160.8;162.44;6126100
GMKN;D;220909;000000;162.58;167.42;162.46;167.4;6404900
GMKN;D;220912;000000;167.42;169.6;165.68;167.56;6166000
GMKN;D;220913;000000;167.9;168.1;164;164.32;5247200
GMKN;D;220914;000000;164.2;164.38;159.5;162.14;15781600
GMKN;D;220915;000000;162.18;164.44;161.52;162.12;12097400
GMKN;D;220916;000000;162;163.9;160.28;162.28;8014200
GMKN;D;220919;000000;162.4;162.94;159.54;160.16;9104000
GMKN;D;220920;000000;159.8;160.54;150.5;152.6;25004600
GMKN;D;220921;000000;145.58;151.3;140.96;147.76;19799100
GMKN;D;220922;000000;148;151.34;147.02;147.94;9525100
GMKN;D;220923;000000;148.3;148.3;141.06;141.48;14068200
GMKN;D;220926;000000;139.82;140;123.6;128.5;28120000
GMKN;D;220927;000000;131.16;134;128;132.78;12446000
GMKN;D;220928;000000;132.2;133.72;127.5;129.3;10466100
GMKN;D;220929;000000;129.98;132;120.12;123.38;21447800
GMKN;D;220930;000000;123.88;127.88;119.44;124.58;20564600
GMKN;D;221003;000000;124.58;132.5;122.9;131.86;12454200
GMKN;D;221004;000000;132.4;133;127.14;129.56;11615000
GMKN;D;221005;000000;129.32;129.32;123.18;125.16;14971400
GMKN;D;221006;000000;125.7;126.4;123.42;124;8595500
GMKN;D;221007;000000;123.46;123.46;119;119.32;9601200
GMKN;D;221010;000000;115.88;125.08;115;125;16637000
GMKN;D;221011;000000;124.98;129.38;122.5;127.94;12030600
GMKN;D;221012;000000;128.6;130.36;124.62;126.98;10147700
GMKN;D;221013;000000;126.7;128.88;125.24;126.16;7194700
GMKN;D;221014;000000;126.2;126.88;123.4;126.4;6615000
GMKN;D;221017;000000;126.46;132.7;126.32;132.46;10441800
GMKN;D;221018;000000;133.4;135.3;129.7;132.22;13846700
GMKN;D;221019;000000;131.7;132.7;127.5;130.18;11296200
GMKN;D;221020;000000;130.44;132.46;129.4;130.84;10385000
GMKN;D;221021;000000;130.76;131.84;128;131.6;11243700
GMKN;D;221024;000000;132.04;133.92;130.26;131.52;13137500
GMKN;D;221025;000000;131.8;135.5;130.64;134.7;12181300
