<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
250915;092900;303.21;303.23;303.16;303.22;7507
250915;093000;303.21;303.23;303.21;303.23;38196
250915;093100;303.22;303.23;303.22;303.23;13114
250915;093200;303.23;303.23;303.22;303.23;11469
250915;093300;303.23;303.47;303.22;303.47;13140
250915;093400;303.47;303.5;303.46;303.5;12136
250915;093500;303.5;303.5;303.49;303.5;15360
250915;093600;303.5;303.61;303.5;303.61;13879
250915;093700;303.62;303.63;303.59;303.6;4698
250915;093800;303.6;303.67;303.59;303.67;18814
250915;093900;303.67;303.67;303.66;303.67;8542
250915;094000;303.67;303.67;303.49;303.54;16524
250915;094100;303.54;303.55;303.4;303.55;18291
250915;094200;303.54;303.58;303.5;303.56;7113
250915;094300;303.56;303.58;303.47;303.54;6236
250915;094400;303.54;303.55;303.53;303.53;1033
250915;094500;303.55;303.68;303.53;303.68;18269
250915;094600;303.68;303.75;303.61;303.65;13226
250915;094700;303.64;303.64;303.47;303.49;9851
250915;094800;303.48;303.49;303.25;303.32;25052
250915;094900;303.27;303.33;303.18;303.26;8054
250915;095000;303.27;303.42;303.26;303.42;21121
250915;095100;303.42;303.47;303.31;303.34;9230
250915;095200;303.34;303.48;303.34;303.46;16042
250915;095300;303.49;303.57;303.49;303.57;11856
250915;095400;303.57;303.59;303.56;303.58;14143
250915;095500;303.58;303.59;303.57;303.59;16140
250915;095600;303.59;303.59;303.58;303.58;1435
250915;095700;303.59;303.68;303.57;303.67;8840
250915;095800;303.67;303.7;303.67;303.7;1136
250915;095900;303.7;303.77;303.69;303.7;13405
250915;100000;303.69;303.7;303.6;303.6;10953
250915;100100;303.62;303.62;303.6;303.6;12707
250915;100200;303.61;303.77;303.61;303.77;13863
250915;100300;303.77;303.89;303.77;303.89;16507
250915;100400;303.88;304.26;303.88;304.25;73430
250915;100500;304.21;304.21;303.79;303.83;48393
250915;100600;303.86;303.99;303.86;303.87;21296
250915;100700;303.88;304.11;303.87;304.06;33001
250915;100800;304.08;304.12;304;304.02;26423
250915;100900;304.01;304.01;303.91;303.93;17319
250915;101000;303.93;303.99;303.92;303.97;9694
250915;101100;303.96;304;303.96;304;13892
250915;101200;304;304.15;304;304.07;31582
250915;101300;304.06;304.09;303.98;303.99;37958
250915;101400;303.99;304.09;303.99;304.08;20350
250915;101500;304.08;304.15;304.07;304.15;29163
250915;101600;304.14;304.18;304.14;304.15;29513
250915;101700;304.15;304.15;303.99;304;116819
250915;101800;304;304.16;303.99;304.11;12932
250915;101900;304.11;304.16;304.07;304.12;23200
250915;102000;304.12;304.24;303.79;303.8;103823
250915;102100;303.79;304.07;303.79;303.96;78174
250915;102200;303.95;304.11;303.95;304.1;44903
250915;102300;304.1;304.11;304.1;304.1;3659
250915;102400;304.11;304.11;304.01;304.01;11070
250915;102500;304;304.05;303.96;304.03;28342
250915;102600;304.03;304.11;304.01;304.11;25434
250915;102700;304.1;304.25;304.1;304.23;25362
250915;102800;304.25;304.29;304.25;304.27;15804
250915;102900;304.27;304.39;304.26;304.39;19368
250915;103000;304.38;304.41;304.33;304.35;21749
250915;103100;304.35;304.4;304.31;304.39;33075
250915;103200;304.38;304.44;304.38;304.41;20383
250915;103300;304.41;304.43;304.39;304.4;52465
250915;103400;304.39;304.42;304.36;304.39;34418
250915;103500;304.39;304.39;304.33;304.34;36056
250915;103600;304.34;304.37;304.33;304.36;22493
250915;103700;304.37;304.44;304.36;304.44;62677
250915;103800;304.43;304.44;304.33;304.34;77571
250915;103900;304.33;304.36;304.33;304.34;17612
250915;104000;304.33;304.37;304.3;304.3;35131
250915;104100;304.3;304.3;304.12;304.13;58895
250915;104200;304.13;304.19;304.03;304.16;102646
250915;104300;304.17;304.21;304.1;304.1;6254
250915;104400;304.11;304.2;304.09;304.2;8849
250915;104500;304.2;304.2;304.17;304.19;2466
250915;104600;304.18;304.18;304.04;304.05;23302
250915;104700;304.05;304.11;304.04;304.07;13690
250915;104800;304.07;304.07;304.06;304.07;4242
250915;104900;304.07;304.11;304.06;304.09;7511
250915;105000;304.08;304.1;304.05;304.1;6860
250915;105100;304.09;304.15;304.06;304.13;9093
250915;105200;304.1;304.13;304.1;304.12;1274
250915;105300;304.12;304.12;304.09;304.11;11852
250915;105400;304.1;304.11;304.07;304.08;30826
250915;105500;304.08;304.08;304.06;304.08;50237
250915;105600;304.08;304.08;304.02;304.08;6039
250915;105700;304.08;304.1;304.04;304.09;11436
250915;105800;304.1;304.12;304.02;304.03;8916
250915;105900;304.03;304.03;303.91;303.93;53112
250915;110000;303.92;303.94;303.89;303.93;18170
250915;110100;303.93;303.93;303.81;303.83;21620
250915;110200;303.83;303.84;303.77;303.8;31568
250915;110300;303.8;303.82;303.72;303.73;33976
250915;110400;303.73;303.81;303.73;303.81;11554
250915;110500;303.81;303.83;303.79;303.83;5038
250915;110600;303.83;303.83;303.76;303.83;9172
250915;110700;303.83;303.83;303.78;303.81;858
250915;110800;303.8;303.83;303.79;303.81;9474
250915;110900;303.82;303.92;303.82;303.9;35057
250915;111000;303.89;303.92;303.89;303.89;10884
250915;111100;303.89;303.92;303.88;303.91;2420
250915;111200;303.92;303.92;303.91;303.92;8467
250915;111300;303.92;303.92;303.85;303.87;23713
250915;111400;303.87;303.93;303.86;303.92;10115
250915;111500;303.93;303.99;303.92;303.93;6220
250915;111600;303.93;303.96;303.91;303.93;6142
250915;111700;303.93;303.93;303.85;303.85;30292
250915;111800;303.86;303.87;303.7;303.7;120967
250915;111900;303.7;303.71;303.6;303.61;99390
250915;112000;303.61;303.61;303.6;303.6;32436
250915;112100;303.61;303.61;303.33;303.41;120584
250915;112200;303.41;303.42;303.1;303.26;110142
250915;112300;303.26;303.28;303.03;303.11;97395
250915;112400;303.11;303.12;302.92;302.98;156519
250915;112500;302.98;302.98;302.67;302.79;180915
250915;112600;302.75;302.76;302.52;302.69;168319
250915;112700;302.69;302.9;302.62;302.82;49213
250915;112800;302.82;302.87;302.77;302.8;31489
250915;112900;302.8;302.92;302.76;302.88;45388
250915;113000;302.88;302.88;302.22;302.3;166110
250915;113100;302.29;302.3;302.18;302.22;56558
250915;113200;302.22;302.34;302.22;302.32;69498
250915;113300;302.33;302.41;302.24;302.31;33314
250915;113400;302.31;302.31;302.27;302.31;24199
250915;113500;302.31;302.38;302.31;302.37;14440
250915;113600;302.38;302.72;302.38;302.66;58399
250915;113700;302.65;302.73;302.62;302.73;10550
250915;113800;302.73;302.73;302.37;302.45;133418
250915;113900;302.45;302.45;302.3;302.4;35372
250915;114000;302.41;302.44;302.34;302.43;18452
250915;114100;302.43;302.47;302.39;302.4;15395
250915;114200;302.39;302.4;302.3;302.31;29126
250915;114300;302.3;302.32;302.26;302.28;26835
250915;114400;302.28;302.33;302.27;302.29;26229
250915;114500;302.29;302.29;302.26;302.27;32865
250915;114600;302.27;302.28;302.26;302.27;30825
250915;114700;302.28;302.3;302.27;302.28;31502
250915;114800;302.28;302.28;302.24;302.25;19114
250915;114900;302.25;302.26;302.23;302.26;46301
250915;115000;302.25;302.28;302.25;302.28;10830
250915;115100;302.27;302.28;302.23;302.23;64459
250915;115200;302.24;302.47;302.23;302.47;49558
250915;115300;302.47;302.64;302.47;302.58;32996
250915;115400;302.59;302.62;302.58;302.62;19646
250915;115500;302.62;302.75;302.62;302.7;30535
250915;115600;302.71;302.71;302.6;302.6;27409
250915;115700;302.61;302.61;302.6;302.61;4977
250915;115800;302.6;302.61;302.6;302.6;4490
250915;115900;302.61;302.61;302.57;302.58;13269
250915;120000;302.58;302.58;302.52;302.52;15415
250915;120100;302.53;302.53;302.5;302.5;41902
250915;120200;302.51;302.51;302.36;302.37;26590
250915;120300;302.36;302.37;302.17;302.17;151071
250915;120400;302.18;302.18;301.99;301.99;208182
250915;120500;301.99;301.99;301.63;301.81;246019
250915;120600;301.82;301.85;301.69;301.7;56578
250915;120700;301.7;301.74;301.68;301.74;65481
250915;120800;301.74;301.74;301.68;301.71;63281
250915;120900;301.71;301.74;301.69;301.74;21675
250915;121000;301.74;301.75;301.65;301.69;31467
250915;121100;301.69;302;301.69;301.94;98451
250915;121200;301.94;302;301.82;301.88;120673
250915;121300;301.88;301.99;301.82;301.95;78974
250915;121400;301.95;302;301.92;301.93;58903
250915;121500;301.93;301.95;301.93;301.95;31553
250915;121600;301.94;301.98;301.93;301.98;48222
250915;121700;301.98;301.99;301.93;301.99;51195
250915;121800;301.99;302;301.98;302;51659
250915;121900;302;302;301.99;302;9430
250915;122000;302;302;301.99;302;6901
250915;122100;301.99;302;301.9;301.92;44328
250915;122200;301.92;301.96;301.82;301.85;40205
250915;122300;301.83;301.91;301.8;301.8;44916
250915;122400;301.81;301.81;301.7;301.74;71912
250915;122500;301.77;301.77;301.65;301.66;26131
250915;122600;301.66;301.68;301.55;301.56;70711
250915;122700;301.56;301.68;301.5;301.68;64045
250915;122800;301.68;301.83;301.6;301.64;109803
250915;122900;301.64;301.66;301.5;301.52;42050
250915;123000;301.55;301.55;301.21;301.35;149348
250915;123100;301.4;301.52;301.3;301.52;74839
250915;123200;301.52;301.53;301.4;301.48;10399
250915;123300;301.48;301.52;301.4;301.47;14511
250915;123400;301.47;301.47;301.4;301.42;8693
250915;123500;301.42;301.49;301.4;301.4;17412
250915;123600;301.44;301.5;301.4;301.46;13569
250915;123700;301.48;301.49;301.46;301.46;21694
250915;123800;301.46;301.46;301.4;301.4;21996
250915;123900;301.4;301.41;301.3;301.31;39436
250915;124000;301.31;301.36;301.11;301.2;115371
250915;124100;301.22;301.44;301.21;301.37;99836
250915;124200;301.36;301.51;301.36;301.41;68997
250915;124300;301.42;301.42;301.36;301.38;16583
250915;124400;301.38;301.41;301.21;301.25;18252
250915;124500;301.25;301.25;301.18;301.18;44176
250915;124600;301.17;301.2;301.01;301.02;81845
250915;124700;301.02;301.02;300.81;300.88;408296
250915;124800;300.92;301.02;300.89;301.02;29230
250915;124900;301.02;301.11;300.87;300.88;69087
250915;125000;300.88;300.92;300.85;300.86;42368
250915;125100;300.86;300.92;300.85;300.86;32772
250915;125200;300.89;301.16;300.86;301.16;93978
250915;125300;301.16;301.32;301.16;301.29;33507
250915;125400;301.29;301.34;301.25;301.29;24706
250915;125500;301.31;301.34;301.28;301.31;11575
250915;125600;301.31;301.37;301.3;301.37;40499
250915;125700;301.37;301.38;301.32;301.37;13903
250915;125800;301.37;301.46;301.36;301.39;23034
250915;125900;301.39;301.47;301.37;301.38;24716
250915;130000;301.39;301.39;301.37;301.39;12948
250915;130100;301.39;301.39;301.31;301.32;31833
250915;130200;301.32;301.41;301.31;301.41;14495
250915;130300;301.41;301.41;301.32;301.33;10330
250915;130400;301.32;301.41;301.31;301.33;21122
250915;130500;301.33;301.34;301.31;301.32;16556
250915;130600;301.32;301.32;301.29;301.29;20202
250915;130700;301.3;301.31;301.26;301.27;14138
250915;130800;301.29;301.47;301.27;301.47;41318
250915;130900;301.45;301.7;301.45;301.7;24061
250915;131000;301.7;301.98;301.66;301.8;80101
250915;131100;301.8;301.84;301.77;301.77;21968
250915;131200;301.77;301.78;301.77;301.77;12005
250915;131300;301.77;301.83;301.77;301.83;16669
250915;131400;301.83;301.92;301.82;301.92;33346
250915;131500;301.92;301.92;301.81;301.84;24338
250915;131600;301.87;301.87;301.72;301.76;18903
250915;131700;301.76;301.76;301.5;301.54;39106
250915;131800;301.57;301.62;301.45;301.47;28856
250915;131900;301.52;301.54;301.33;301.43;39713
250915;132000;301.44;301.44;301.3;301.41;9319
250915;132100;301.41;301.41;301.3;301.3;8765
250915;132200;301.31;301.33;301.3;301.32;6088
250915;132300;301.32;301.35;301.27;301.33;16175
250915;132400;301.35;301.35;301.28;301.31;11633
250915;132500;301.31;301.31;301.25;301.26;5740
250915;132600;301.26;301.27;301.2;301.24;45838
250915;132700;301.24;301.35;301.23;301.3;27040
250915;132800;301.27;301.33;301.19;301.28;16937
250915;132900;301.29;301.31;301.23;301.23;8582
250915;133000;301.26;301.27;301.21;301.23;9709
250915;133100;301.23;301.23;301.1;301.11;21489
250915;133200;301.13;301.17;301.05;301.14;54071
250915;133300;301.16;301.35;301.15;301.33;33525
250915;133400;301.33;301.4;301.31;301.39;23213
250915;133500;301.41;301.41;301.34;301.41;9953
250915;133600;301.41;301.47;301.4;301.42;6092
250915;133700;301.42;301.45;301.34;301.37;20686
250915;133800;301.4;301.44;301.34;301.4;10127
250915;133900;301.41;301.41;301.3;301.3;19584
250915;134000;301.31;301.34;301.27;301.28;24428
250915;134100;301.28;301.35;301.25;301.33;30802
250915;134200;301.29;301.35;301.25;301.3;12309
250915;134300;301.31;301.35;301.24;301.24;10674
250915;134400;301.24;301.24;301.2;301.2;23145
250915;134500;301.23;301.24;301.15;301.18;12738
250915;134600;301.17;301.23;301.17;301.17;9498
250915;134700;301.18;301.18;301.11;301.14;28248
250915;134800;301.15;301.15;301.1;301.1;16431
250915;134900;301.11;301.11;301.05;301.06;23692
250915;135000;301.06;301.06;301;301;317658
250915;135100;301;301.01;301;301;26294
250915;135200;301.01;301.01;301;301;37210
250915;135300;301.01;301.01;301;301.01;17969
250915;135400;301.01;301.01;301;301.01;12553
250915;135500;301.01;301.01;300.85;300.97;48786
250915;135600;300.97;300.98;300.89;300.91;18851
250915;135700;300.91;300.91;300.88;300.88;39357
250915;135800;300.89;300.9;300.88;300.88;9848
250915;135900;300.89;300.93;300.82;300.83;17305
250915;140000;300.85;300.89;300.81;300.81;18829
250915;140100;300.82;300.88;300.8;300.83;25863
250915;140200;300.83;300.87;300.8;300.82;15576
250915;140300;300.82;300.88;300.8;300.82;24128
250915;140400;300.82;300.84;300.76;300.81;35308
250915;140500;300.83;300.83;300.71;300.75;67933
250915;140600;300.75;300.75;300.71;300.73;18457
250915;140700;300.73;300.76;300.71;300.72;14887
250915;140800;300.74;300.75;300.71;300.72;17606
250915;140900;300.75;300.95;300.75;300.95;8461
250915;141000;300.95;301;300.94;301;25296
250915;141100;301;301;300.96;300.99;5522
250915;141200;300.99;301.13;300.98;301.13;37498
250915;141300;301.13;301.13;301.03;301.07;4561
250915;141400;301.07;301.1;301.06;301.1;4092
250915;141500;301.1;301.13;301.08;301.13;10625
250915;141600;301.13;301.29;301.12;301.28;33677
250915;141700;301.28;301.31;301.27;301.28;17544
250915;141800;301.28;301.28;301.23;301.23;11067
250915;141900;301.24;301.27;301.23;301.26;6603
250915;142000;301.27;301.31;301.23;301.24;18887
250915;142100;301.28;301.36;301.24;301.36;10947
250915;142200;301.36;301.38;301.35;301.36;5551
250915;142300;301.37;301.45;301.36;301.45;13002
250915;142400;301.45;301.47;301.39;301.46;17702
250915;142500;301.47;301.49;301.44;301.49;23203
250915;142600;301.48;301.7;301.48;301.69;46567
250915;142700;301.69;301.73;301.66;301.72;36594
250915;142800;301.72;301.8;301.72;301.78;22047
250915;142900;301.78;301.84;301.77;301.8;26027
250915;143000;301.83;301.84;301.73;301.74;16074
250915;143100;301.74;301.79;301.74;301.76;13047
250915;143200;301.76;301.79;301.75;301.75;8293
250915;143300;301.76;301.78;301.71;301.71;9874
250915;143400;301.71;301.73;301.7;301.71;17152
250915;143500;301.71;301.77;301.7;301.77;12122
250915;143600;301.77;301.82;301.74;301.77;46040
250915;143700;301.81;301.84;301.77;301.83;9017
250915;143800;301.84;301.86;301.83;301.86;2508
250915;143900;301.86;301.86;301.85;301.85;8675
250915;144000;301.86;301.87;301.85;301.86;13072
250915;144100;301.87;301.99;301.85;301.9;95474
250915;144200;301.9;301.9;301.87;301.87;11186
250915;144300;301.88;301.97;301.87;301.94;33586
250915;144400;301.94;302.08;301.93;302.07;102716
250915;144500;302.08;302.1;302.07;302.1;71700
250915;144600;302.1;302.17;302.1;302.17;59911
250915;144700;302.17;302.2;302.11;302.13;39158
250915;144800;302.13;302.22;302.11;302.15;27493
250915;144900;302.16;302.25;302.15;302.21;26309
250915;145000;302.22;302.22;302.04;302.05;23657
250915;145100;302.05;302.1;302.04;302.09;5946
250915;145200;302.09;302.16;302.05;302.13;7677
250915;145300;302.13;302.15;302.1;302.12;6276
250915;145400;302.12;302.19;302.1;302.18;28093
250915;145500;302.19;302.19;302.09;302.18;14658
250915;145600;302.18;302.19;302.15;302.16;18872
250915;145700;302.19;302.19;302.15;302.16;20752
250915;145800;302.16;302.16;302.1;302.11;3822
250915;145900;302.11;302.11;302.05;302.05;35944
250915;150000;302.06;302.39;302.05;302.26;58641
250915;150100;302.27;302.41;302.22;302.38;58355
250915;150200;302.39;302.39;302.3;302.3;19208
250915;150300;302.36;302.38;302.34;302.36;13328
250915;150400;302.36;302.37;302.35;302.37;7041
250915;150500;302.37;302.39;302.34;302.34;47120
250915;150600;302.34;302.45;302.32;302.44;55588
250915;150700;302.45;302.74;302.44;302.55;144083
